Index,Sum of Round Trip Mileage (km),Sum of Round Trip CO2 emission (kgCo2e)
609,7.081113600000001,0
610,41.842944,6.972708188160001
611,64.37376,10.727243366400002
612,9.656064,0
613,5.4717696,0
614,4.828032,0
615,3.218688,0.32878897920000005
616,9.656064,0
617,8.04672,0
618,22.530816,0
619,6.437376,0
620,102.998016,17.16358938624
621,25.749504,4.29089734656
622,38.624256,0
623,48.28032,8.0454325248
624,16.09344,2.6818108416000004
625,8.04672,0
626,48.28032,8.0454325248
627,102.998016,17.16358938624
628,12.874752,2.14544867328
629,12.874752,1.3151559168000002
630,6.437376,0
631,6.437376,0
632,6.437376,0
633,3.218688,0.32878897920000005
634,1.2874752000000003,0
635,131.966208,6.95066017536
636,3.218688,0
637,3.218688,0
638,193.12128,32.1817300992
639,45.061632,1.59788547072
640,5.793638400000001,0
641,3.218688,0
642,7.081113600000001,0
643,6.437376,0
644,6.437376,0
645,3.218688,0
646,5.149900800000001,0.5260623667200002
647,5.793638400000001,0
648,22.530816,1.18669807872
649,6.437376,0
650,6.437376,0
651,9.656064,0.9863669376000002
652,4.828032,0
653,12.874752,2.14544867328
654,102.998016,17.16358938624
655,80.4672,2.8533669120000003
656,25.749504,4.29089734656
657,8.04672,0.8219724480000001
658,3.5405568000000005,0
659,0,0
660,54.717696000000004,1.94028950016
661,35.405568,0
662,160.9344,26.818108416000005
663,5.4717696,0.55894126464
664,39.911731200000006,6.650890887168002
665,96.56064,3.4240402944
666,38.624256,6.436346019840001
667,45.061632,0
668,4.828032,0
669,5.149900800000001,0
670,48.28032,8.0454325248
671,6.437376,0
672,64.37376,10.727243366400002
673,3.218688,0
674,160.9344,26.818108416000005
675,257.49504,9.1307741184
676,3.218688,0
677,3.218688,0
678,22.530816,0
679,19.312128,0
680,49.567795200000006,1.757674017792
681,4.184294400000001,0.42742567296000006
682,177.02784000000003,29.499919257600006
683,12.874752,0
684,9.656064,0
685,6.437376,0
686,45.061632,7.5090703564800005
687,4.184294400000001,0
688,6.437376,0
689,3.5405568000000005,0
690,3.218688,0
691,51.499008,8.58179469312
692,45.061632,7.5090703564800005
693,6.759244800000001,0
694,202.77734400000003,33.79081660416001
695,3.218688,0
696,0.9656064,0
697,25.749504,4.29089734656
698,354.05568000000005,12.5548144128
699,119.09145600000001,4.22298302976
700,6.437376,0
701,32.18688,5.363621683200001
702,51.499008,8.58179469312
703,80.4672,2.8533669120000003
704,10.6216704,1.08500363136
705,6.437376,0
706,48.28032,8.0454325248
707,9.656064,0
708,32.18688,5.363621683200001
709,3.8624256,0
710,6.437376,0.6575779584000001
711,12.874752,0
712,6.437376,0
713,112.65408000000001,18.772675891200002
714,6.437376,1.07272433664
715,38.624256,6.436346019840001
716,64.37376,10.727243366400002
717,48.28032,8.0454325248
718,8.04672,0
719,4.5061632,0
720,64.37376,2.2826935296
721,8.04672,0.8219724480000001
722,10.6216704,0
723,6.437376,0.6575779584000001
724,54.717696000000004,9.118156861440001
725,6.437376,0
726,35.405568,5.899983851520001
727,3.218688,0
728,16.09344,2.6818108416000004
729,3.218688,0
730,6.437376,0
731,144.84096,24.1362975744
732,19.312128,1.01716978176
733,32.18688,0
734,4.828032,0
735,41.842944,6.972708188160001
736,12.874752,2.14544867328
737,3.218688,0
738,102.998016,3.65230964736
739,20.599603200000004,0
740,19.312128,0
741,9.0123264,0
742,160.9344,26.818108416000005
743,25.749504,4.29089734656
744,16.09344,1.8293413248000001
745,93.341952,15.554502881280001
746,19.312128,0
747,1.609344,0
748,3.5405568000000005,0
749,6.437376,0
750,48.28032,8.0454325248
751,4.828032,0
752,38.624256,1.3696161177600001
753,115.87276800000001,19.309038059520002
754,9.656064,0
755,117.1602432,19.523582926848
756,7.081113600000001,0.7233357542400002
757,144.84096,24.1362975744
758,32.18688,5.363621683200001
759,122.31014400000001,20.381762396160003
760,48.28032,2.5429244544
761,57.936384000000004,2.05442417664
762,48.28032,8.0454325248
763,9.656064,0
764,6.437376,0
765,25.749504,2.6303118336000004
766,14.162227200000002,2.3599935406080004
767,96.56064,16.0908650496
768,96.56064,16.0908650496
769,41.842944,6.972708188160001
770,22.530816,3.7545351782400003
771,3.218688,0
772,74.029824,12.336329871360002
773,6.437376,0
774,9.656064,1.6090865049600003
775,38.624256,6.436346019840001
776,9.656064,1.6090865049600003
777,3.218688,0
778,35.405568,1.25548144128
780,19.312128,3.2181730099200005
781,90.123264,15.018140712960001
782,9.656064,1.6090865049600003
783,12.5528832,2.0918124564480003
784,48.28032,8.0454325248
785,19.312128,3.2181730099200005
786,328.30617600000005,11.641737000960001
787,9.656064,0
788,6.437376,0
789,12.874752,1.3151559168000002
790,35.405568,5.899983851520001
791,4.828032,0
792,64.37376,10.727243366400002
793,43.452288,0
794,6.437376,0
795,4.5061632,0
796,8.04672,0.8219724480000001
798,80.4672,13.409054208000002
799,48.28032,8.0454325248
800,19.312128,3.2181730099200005
801,32.18688,5.363621683200001
802,57.936384000000004,3.0515093452800004
803,10.9435392,1.11788252928
804,289.68192,10.2721208832
805,16.09344,2.6818108416000004
806,3.218688,0
807,19.312128,1.9727338752000003
808,80.4672,13.409054208000002
809,19.312128,3.2181730099200005
810,11.909145600000002,1.9845400227840004
811,144.84096,24.1362975744
812,22.530816,3.7545351782400003
813,3.218688,0
814,9.656064,0
815,12.874752,1.3151559168000002
816,16.09344,2.6818108416000004
817,11.265408,1.28053892736
818,8.04672,0
819,10.299801600000002,1.7163589386240004
820,14.162227200000002,2.3599935406080004
821,9.656064,0.9863669376000002
822,3.218688,0
823,70.811136,11.799967703040002
824,6.437376,1.07272433664
825,80.4672,13.409054208000002
826,41.842944,6.972708188160001
827,80.4672,4.2382074240000005
828,12.874752,0
829,25.749504,2.6303118336000004
830,8.04672,1.3409054208000002
831,8.04672,1.3409054208000002
832,48.28032,8.0454325248
833,51.499008,8.58179469312
834,9.656064,1.6090865049600003
835,6.437376,0.6575779584000001
836,57.936384000000004,9.654519029760001
837,8.04672,0
838,12.874752,1.3151559168000002
839,4.828032,0
840,0,0
841,9.656064,0
842,0,0
843,61.155072000000004,10.190881198080001
844,12.874752,0
845,16.09344,2.6818108416000004
846,8.04672,0.8219724480000001
847,8.368588800000001,0
848,9.656064,1.6090865049600003
849,4.828032,0
850,80.4672,13.409054208000002
851,4.828032,0
852,0.804672,0
853,22.530816,3.7545351782400003
854,7.4029824,0
855,25.749504,4.29089734656
856,9.656064,0
857,3.218688,0.53636216832
858,19.312128,3.2181730099200005
859,22.8526848,3.808171395072
860,9.656064,0
861,38.624256,6.436346019840001
862,77.248512,12.872692039680002
863,48.28032,8.0454325248
864,9.656064,0
865,12.874752,2.14544867328
866,6.437376,0
867,24.14016,4.0227162624
868,6.437376,0
869,9.656064,0.9863669376000002
870,57.936384000000004,9.654519029760001
871,8.04672,0
872,3.5405568000000005,0
873,86.904576,4.57726401792
874,4.184294400000001,0
875,8.04672,1.3409054208000002
876,9.656064,0
877,12.874752,2.14544867328
878,16.09344,2.6818108416000004
879,8.04672,0
880,38.624256,1.3696161177600001
881,80.4672,8.219724480000002
882,48.28032,8.0454325248
883,6.437376,0
884,3.218688,0
885,0,0
886,25.749504,4.29089734656
887,67.592448,11.263605534720002
888,54.717696000000004,2.88198104832
889,1.609344,0.16439448960000003
890,8.04672,0
891,6.437376,1.07272433664
892,3.5405568000000005,0
893,8.04672,0
894,3.218688,0
895,7.081113600000001,0
896,482.80320000000006,17.120201472
897,64.37376,10.727243366400002
898,48.28032,1.7120201472
899,354.05568000000005,12.5548144128
900,64.37376,10.727243366400002
901,128.74752,4.5653870592
902,4.184294400000001,0
903,0,0
904,6.437376,0
905,2.2530816,0
906,540.739584,19.17462564864
907,3.218688,0
908,6.437376,0
909,8.04672,0
910,38.624256,6.436346019840001
911,96.56064,3.4240402944
912,257.49504,9.1307741184
913,4.828032,0
914,3.218688,0
915,0,0
916,3.199375872,0
917,6.437376,0
918,70.811136,11.799967703040002
919,1.609344,0
920,14.484096000000001,2.4136297574400003
921,102.998016,3.65230964736
922,247.838976,41.29988696064
923,17.380915200000004,2.896355708928001
924,41.842944,6.972708188160001
925,9.656064,1.6090865049600003
926,3.218688,0
927,64.37376,10.727243366400002
928,7.4029824,0.262509755904
929,0,0
930,12.874752,2.14544867328
931,0,0
932,321.8688,11.413467648000001
933,9.656064,0
934,257.49504,9.1307741184
935,9.656064,1.6090865049600003
936,96.56064,16.0908650496
937,4.828032,0
938,64.37376,10.727243366400002
939,4.184294400000001,0
940,32.18688,3.2878897920000005
941,3.218688,0
942,26.0713728,4.344533563392
943,202.77734400000003,33.79081660416001
944,38.624256,6.436346019840001
945,32.18688,1.6952829696000002
946,251.70140160000003,8.925331700736
947,9.656064,1.6090865049600003
948,38.624256,6.436346019840001
949,32.18688,1.1413467648
950,102.998016,17.16358938624
951,386.24256,64.3634601984
952,3.218688,0
953,38.624256,6.436346019840001
954,51.499008,8.58179469312
955,280.02585600000003,9.92971685376
956,9.656064,0.9863669376000002
957,45.061632,7.5090703564800005
958,109.43539200000001,0
959,9.656064,0
960,3.218688,0
961,273.58848,45.5907843072
962,679.1431680000001,24.082416737280003
963,25.749504,4.29089734656
964,3.218688,0
965,6.437376,0
966,6.437376,0
967,115.87276800000001,4.10884835328
968,0,0
969,0,0
970,22.530816,3.7545351782400003
971,10.6216704,0
972,41.842944,6.972708188160001
973,289.68192,10.2721208832
974,0,0
975,32.18688,5.363621683200001
976,160.9344,5.7067338240000005
977,4.02336,0
978,482.80320000000006,17.120201472
979,6.437376,1.07272433664
980,28.968192000000002,4.827259514880001
981,3.218688,0
982,32.18688,3.2878897920000005
983,5.149900800000001,0
984,9.656064,0.9863669376000002
985,41.842944,6.972708188160001
986,47.3147136,1.6777797442559998
987,74.029824,2.62509755904
988,482.80320000000006,17.120201472
989,3.218688,0
990,9.656064,1.6090865049600003
991,1657.6243200000001,451.8352371456
992,0,0
993,4.828032,0
994,804.672,28.53366912
995,9.656064,1.09760479488
996,514.99008,18.2615482368
997,6.437376,0
998,22.530816,2.56107785472
